dimension,business_key,customer_full_name,city,state,customer_segment,email,effective_from,effective_to,is_current,record_version,product_name,category,brand,price
dim_customer,CUST000460,Sneha Sangha,Nadiad,Karnataka,Silver,anshagate@yahoo.com,2026-07-21,,True,2,,,,
dim_customer,CUST000471,Nitara More,Mehsana,Gujarat,Regular,jchanda@yahoo.com,1900-01-01,2026-07-20,False,1,,,,
dim_customer,CUST000471,Nitara More,Mehsana,Gujarat,Silver,jchanda@yahoo.com,2026-07-21,,True,2,,,,
dim_customer,CUST000507,Yashvi Bedi,Vadodara,Bihar,Regular,shauryarandhawa@gmail.com,1900-01-01,2026-07-20,False,1,,,,
dim_customer,CUST000507,Yashvi Bedi,Allahabad,Meghalaya,Regular,shauryarandhawa@gmail.com,2026-07-21,,True,2,,,,
dim_customer,CUST000536,Saksham Konda,Phusro,Meghalaya,Regular,urmi38@yahoo.com,1900-01-01,2026-07-20,False,1,,,,
dim_customer,CUST000536,Saksham Konda,Sikar,Goa,Regular,urmi38@yahoo.com,2026-07-21,,True,2,,,,
dim_customer,CUST000552,Warjas Sarin,Bally,Uttarakhand,Regular,jharudra@yahoo.com,1900-01-01,2026-07-20,False,1,,,,
dim_customer,CUST000552,Warjas Sarin,Serampore,Kerala,Regular,jharudra@yahoo.com,2026-07-21,,True,2,,,,
dim_customer,CUST000562,Dayamai Garg,Vellore,Punjab,Regular,lakshmi24@yahoo.com,1900-01-01,2026-07-20,False,1,,,,
dim_customer,CUST000562,Dayamai Garg,Vellore,Punjab,Silver,lakshmi24@yahoo.com,2026-07-21,,True,2,,,,
dim_customer,CUST000568,Maanav Ahuja,Hazaribagh,Meghalaya,Regular,tanejainaya@gmail.com,1900-01-01,2026-07-20,False,1,,,,
dim_customer,CUST000568,Maanav Ahuja,Hazaribagh,Meghalaya,Silver,tanejainaya@gmail.com,2026-07-21,,True,2,,,,
dim_customer,CUST000597,Finn Karan,Delhi,Karnataka,Platinum,lopa21@yahoo.com,1900-01-01,2026-07-20,False,1,,,,
dim_customer,CUST000597,Finn Karan,Mehsana,Bihar,Platinum,lopa21@yahoo.com,2026-07-21,,True,2,,,,
dim_customer,CUST000616,Dalaja Ahluwalia,Secunderabad,Punjab,Regular,veerdhar@hotmail.com,1900-01-01,2026-07-20,False,1,,,,
dim_customer,CUST000616,Dalaja Ahluwalia,Secunderabad,Punjab,Silver,veerdhar@hotmail.com,2026-07-21,,True,2,,,,
dim_customer,CUST000617,Aadi Mahajan,Srinagar,Andhra Pradesh,Regular,abhimanyusarkar@yahoo.com,1900-01-01,2026-07-20,False,1,,,,
dim_customer,CUST000617,Aadi Mahajan,Srinagar,Andhra Pradesh,Silver,abhimanyusarkar@yahoo.com,2026-07-21,,True,2,,,,
dim_customer,CUST000626,Balendra Devi,Pudukkottai,Gujarat,Silver,yatan98@hotmail.com,1900-01-01,2026-07-20,False,1,,,,
dim_customer,CUST000626,Balendra Devi,Pudukkottai,Gujarat,Gold,yatan98@hotmail.com,2026-07-21,,True,2,,,,
dim_customer,CUST000641,Oviya Mallick,Motihari,Gujarat,Regular,lakshsanghvi@hotmail.com,1900-01-01,2026-07-20,False,1,,,,
dim_customer,CUST000641,Oviya Mallick,Motihari,Gujarat,Silver,lakshsanghvi@hotmail.com,2026-07-21,,True,2,,,,
dim_customer,CUST000663,Jagvi Vora,Sagar,Kerala,Silver,farajsinghal@hotmail.com,1900-01-01,2026-07-20,False,1,,,,
dim_customer,CUST000663,Jagvi Vora,Kochi,West Bengal,Silver,farajsinghal@hotmail.com,2026-07-21,,True,2,,,,
dim_customer,CUST000677,Radhika Sama,Srikakulam,Andhra Pradesh,Silver,fsandal@hotmail.com,1900-01-01,2026-07-20,False,1,,,,
dim_customer,CUST000677,Radhika Sama,Srikakulam,Andhra Pradesh,Gold,fsandal@hotmail.com,2026-07-21,,True,2,,,,
dim_customer,CUST000688,Xavier Rout,Rajkot,Tamil Nadu,Silver,sai17@yahoo.com,1900-01-01,2026-07-20,False,1,,,,
dim_customer,CUST000688,Xavier Rout,Rajkot,Tamil Nadu,Gold,sai17@yahoo.com,2026-07-21,,True,2,,,,
dim_customer,CUST000724,Watika Varghese,Bhatpara,Tamil Nadu,Regular,pallabalendra@hotmail.com,1900-01-01,2026-07-20,False,1,,,,
dim_customer,CUST000724,Watika Varghese,Bhatpara,Tamil Nadu,Silver,pallabalendra@hotmail.com,2026-07-21,,True,2,,,,
dim_customer,CUST000736,Pranav Natt,Noida,Bihar,Gold,yagnesh00@yahoo.com,1900-01-01,2026-07-20,False,1,,,,
dim_customer,CUST000736,Pranav Natt,Noida,Bihar,Platinum,yagnesh00@yahoo.com,2026-07-21,,True,2,,,,
dim_customer,CUST000758,Urmi Soni,Satna,Jharkhand,Regular,duttaoscar@yahoo.com,1900-01-01,2026-07-20,False,1,,,,
dim_customer,CUST000758,Urmi Soni,Satna,Jharkhand,Silver,duttaoscar@yahoo.com,2026-07-21,,True,2,,,,
dim_customer,CUST000767,Udant Mody,Nandyal,Karnataka,Regular,champak45@gmail.com,1900-01-01,2026-07-20,False,1,,,,
dim_customer,CUST000767,Udant Mody,Nandyal,Karnataka,Silver,champak45@gmail.com,2026-07-21,,True,2,,,,
dim_customer,CUST000771,Mohammed Gill,Burhanpur,Andhra Pradesh,Regular,imemon@yahoo.com,1900-01-01,2026-07-20,False,1,,,,
dim_customer,CUST000771,Mohammed Gill,Burhanpur,Andhra Pradesh,Silver,imemon@yahoo.com,2026-07-21,,True,2,,,,
dim_customer,CUST000877,Unnati Dar,Karnal,Mizoram,Regular,jyotibhasin@hotmail.com,1900-01-01,2026-07-20,False,1,,,,
dim_customer,CUST000877,Unnati Dar,Karnal,Mizoram,Silver,jyotibhasin@hotmail.com,2026-07-21,,True,2,,,,
dim_customer,CUST000911,Avni Batra,Phusro,Kerala,Gold,liampalla@gmail.com,1900-01-01,2026-07-20,False,1,,,,
dim_customer,CUST000911,Avni Batra,Gangtok,Odisha,Gold,liampalla@gmail.com,2026-07-21,,True,2,,,,
dim_customer,CUST000919,Hemani Kalla,Dibrugarh,Bihar,Regular,alka94@yahoo.com,1900-01-01,2026-07-20,False,1,,,,
dim_customer,CUST000919,Hemani Kalla,Phusro,Odisha,Regular,alka94@yahoo.com,2026-07-21,,True,2,,,,
dim_customer,CUST000941,Darika Narang,Kanpur,Bihar,Gold,bandigautam@hotmail.com,1900-01-01,2026-07-20,False,1,,,,
dim_customer,CUST000941,Darika Narang,Tadipatri,Karnataka,Gold,bandigautam@hotmail.com,2026-07-21,,True,2,,,,
dim_customer,CUST000973,Ira Luthra,Barasat,Nagaland,Regular,madanhritik@gmail.com,1900-01-01,2026-07-20,False,1,,,,
dim_customer,CUST000973,Ira Luthra,Dehradun,Tripura,Regular,madanhritik@gmail.com,2026-07-21,,True,2,,,,
dim_customer,CUST000974,Suhani Varma,Aligarh,Tripura,Silver,aryan50@hotmail.com,1900-01-01,2026-07-20,False,1,,,,
dim_customer,CUST000974,Suhani Varma,Amritsar,Bihar,Silver,aryan50@hotmail.com,2026-07-21,,True,2,,,,
dim_customer,CUST001001,Jason Dada,Medininagar,Uttar Pradesh,Regular,gautami84@gmail.com,1900-01-01,2026-07-20,False,1,,,,
dim_customer,CUST001001,Jason Dada,Solapur,Uttar Pradesh,Regular,gautami84@gmail.com,2026-07-21,,True,2,,,,
dim_customer,CUST001034,Nakul Sawhney,Maheshtala,Uttarakhand,Regular,forum90@yahoo.com,1900-01-01,2026-07-20,False,1,,,,
dim_customer,CUST001034,Nakul Sawhney,Kota,Nagaland,Regular,forum90@yahoo.com,2026-07-21,,True,2,,,,
dim_customer,CUST001074,Zaitra Ben,Gurgaon,Uttar Pradesh,Regular,hritik98@hotmail.com,1900-01-01,2026-07-20,False,1,,,,
dim_customer,CUST001074,Zaitra Ben,Durgapur,Arunachal Pradesh,Regular,hritik98@hotmail.com,2026-07-21,,True,2,,,,
dim_customer,CUST001096,Daksha Jhaveri,Hyderabad,Andhra Pradesh,Regular,warjasbedi@gmail.com,1900-01-01,2026-07-20,False,1,,,,
dim_customer,CUST001096,Daksha Jhaveri,Hyderabad,Andhra Pradesh,Silver,warjasbedi@gmail.com,2026-07-21,,True,2,,,,
dim_customer,CUST001117,Varsha Narasimhan,Ramagundam,Rajasthan,Regular,dayitasaran@hotmail.com,1900-01-01,2026-07-20,False,1,,,,
dim_customer,CUST001117,Varsha Narasimhan,Bikaner,Manipur,Regular,dayitasaran@hotmail.com,2026-07-21,,True,2,,,,
dim_customer,CUST001126,Krisha Gole,Cuttack,Uttarakhand,Regular,borrayochana@hotmail.com,1900-01-01,2026-07-20,False,1,,,,
dim_customer,CUST001126,Krisha Gole,Cuttack,Uttarakhand,Silver,borrayochana@hotmail.com,2026-07-21,,True,2,,,,
dim_customer,CUST001145,Ucchal Krishnamurthy,Nanded,Uttar Pradesh,Regular,darayasti@gmail.com,1900-01-01,2026-07-20,False,1,,,,
dim_customer,CUST001145,Ucchal Krishnamurthy,Nanded,Uttar Pradesh,Silver,darayasti@gmail.com,2026-07-21,,True,2,,,,
dim_customer,CUST001149,Advay Tak,Nadiad,West Bengal,Regular,kashvi68@gmail.com,1900-01-01,2026-07-20,False,1,,,,
dim_customer,CUST001149,Advay Tak,Anantapuram,Rajasthan,Regular,kashvi68@gmail.com,2026-07-21,,True,2,,,,
dim_customer,CUST001179,Kiaan Bava,Chandrapur,West Bengal,Regular,vbahl@gmail.com,1900-01-01,2026-07-20,False,1,,,,
dim_customer,CUST001179,Kiaan Bava,Chandrapur,West Bengal,Silver,vbahl@gmail.com,2026-07-21,,True,2,,,,
dim_customer,CUST001180,Varenya Maharaj,Chapra,Andhra Pradesh,Gold,bhatiayauvani@yahoo.com,1900-01-01,2026-07-20,False,1,,,,
dim_customer,CUST001180,Varenya Maharaj,Chapra,Andhra Pradesh,Platinum,bhatiayauvani@yahoo.com,2026-07-21,,True,2,,,,
dim_customer,CUST001194,Chanchal Gill,Bihar Sharif,Meghalaya,Regular,kaleyasti@gmail.com,1900-01-01,2026-07-20,False,1,,,,
dim_customer,CUST001194,Chanchal Gill,Bihar Sharif,Meghalaya,Silver,kaleyasti@gmail.com,2026-07-21,,True,2,,,,
dim_customer,CUST001219,Warda Pingle,Asansol,Sikkim,Regular,keertristan@yahoo.com,1900-01-01,2026-07-20,False,1,,,,
dim_customer,CUST001219,Warda Pingle,Asansol,Sikkim,Silver,keertristan@yahoo.com,2026-07-21,,True,2,,,,
dim_customer,CUST001226,Yashvi Mitter,Kamarhati,Manipur,Gold,zansisaraf@gmail.com,1900-01-01,2026-07-20,False,1,,,,
dim_customer,CUST001226,Yashvi Mitter,Karaikudi,Maharashtra,Gold,zansisaraf@gmail.com,2026-07-21,,True,2,,,,
dim_customer,CUST001228,Reyansh Kuruvilla,Rampur,Chhattisgarh,Regular,chandran39@yahoo.com,1900-01-01,2026-07-20,False,1,,,,
dim_customer,CUST001228,Reyansh Kuruvilla,Rampur,Chhattisgarh,Silver,chandran39@yahoo.com,2026-07-21,,True,2,,,,
dim_customer,CUST001253,Henry Kara,Bulandshahr,Himachal Pradesh,Regular,wablejason@gmail.com,1900-01-01,2026-07-20,False,1,,,,
dim_customer,CUST001253,Henry Kara,Bulandshahr,Himachal Pradesh,Silver,wablejason@gmail.com,2026-07-21,,True,2,,,,
dim_customer,CUST001267,Maanas Thakur,Patna,Tamil Nadu,Regular,damyanti82@gmail.com,1900-01-01,2026-07-20,False,1,,,,
dim_customer,CUST001267,Maanas Thakur,Tumkur,Manipur,Regular,damyanti82@gmail.com,2026-07-21,,True,2,,,,
dim_customer,CUST001273,Triveni Tank,Saharanpur,Bihar,Gold,dalajanath@hotmail.com,1900-01-01,2026-07-20,False,1,,,,
dim_customer,CUST001273,Triveni Tank,Saharanpur,Bihar,Platinum,dalajanath@hotmail.com,2026-07-21,,True,2,,,,
dim_customer,CUST001344,Arin Nair,Khora,Maharashtra,Regular,adeol@hotmail.com,1900-01-01,2026-07-20,False,1,,,,
dim_customer,CUST001344,Arin Nair,Khora,Maharashtra,Silver,adeol@hotmail.com,2026-07-21,,True,2,,,,
dim_customer,CUST001383,Parth Kalla,Gaya,Andhra Pradesh,Regular,aishani72@hotmail.com,1900-01-01,2026-07-20,False,1,,,,
dim_customer,CUST001383,Parth Kalla,Gaya,Andhra Pradesh,Silver,aishani72@hotmail.com,2026-07-21,,True,2,,,,
dim_customer,CUST001441,Upkaar Bora,Pondicherry,Uttar Pradesh,Gold,vorabhavani@hotmail.com,1900-01-01,2026-07-20,False,1,,,,
dim_customer,CUST001441,Upkaar Bora,Pondicherry,Uttar Pradesh,Platinum,vorabhavani@hotmail.com,2026-07-21,,True,2,,,,
dim_customer,CUST001537,Vedant Vala,Jamshedpur,Karnataka,Gold,kkumar@yahoo.com,1900-01-01,2026-07-20,False,1,,,,
dim_customer,CUST001537,Vedant Vala,Jamshedpur,Karnataka,Platinum,kkumar@yahoo.com,2026-07-21,,True,2,,,,
dim_customer,CUST001548,Jeet Chaudhari,Hospet,Andhra Pradesh,Regular,vincentdivan@gmail.com,1900-01-01,2026-07-20,False,1,,,,
dim_customer,CUST001548,Jeet Chaudhari,Gopalpur,Madhya Pradesh,Regular,vincentdivan@gmail.com,2026-07-21,,True,2,,,,
dim_customer,CUST001618,Robert Kar,Ranchi,Kerala,Regular,sachi74@gmail.com,1900-01-01,2026-07-20,False,1,,,,
dim_customer,CUST001618,Robert Kar,Hindupur,Madhya Pradesh,Regular,sachi74@gmail.com,2026-07-21,,True,2,,,,
dim_customer,CUST001635,Hitesh Prasad,Tenali,Sikkim,Regular,jrege@hotmail.com,1900-01-01,2026-07-20,False,1,,,,
dim_customer,CUST001635,Hitesh Prasad,Tenali,Sikkim,Silver,jrege@hotmail.com,2026-07-21,,True,2,,,,
dim_customer,CUST001638,Zehaan Wadhwa,Howrah,Mizoram,Regular,ynarasimhan@hotmail.com,1900-01-01,2026-07-20,False,1,,,,
dim_customer,CUST001638,Zehaan Wadhwa,Howrah,Mizoram,Silver,ynarasimhan@hotmail.com,2026-07-21,,True,2,,,,
dim_customer,CUST001649,Chanchal Zacharia,Narasaraopet,Rajasthan,Regular,bhasinfaras@gmail.com,1900-01-01,2026-07-20,False,1,,,,
dim_customer,CUST001649,Chanchal Zacharia,Jorhat,Assam,Regular,bhasinfaras@gmail.com,2026-07-21,,True,2,,,,
dim_customer,CUST001662,Jeremiah Bali,Gudivada,West Bengal,Regular,sanaya64@gmail.com,1900-01-01,2026-07-20,False,1,,,,
dim_customer,CUST001662,Jeremiah Bali,Gudivada,West Bengal,Silver,sanaya64@gmail.com,2026-07-21,,True,2,,,,
dim_customer,CUST001732,Krishna Kapur,Nizamabad,Madhya Pradesh,Silver,ramakrishnanhemani@gmail.com,1900-01-01,2026-07-20,False,1,,,,
dim_customer,CUST001732,Krishna Kapur,Nizamabad,Madhya Pradesh,Gold,ramakrishnanhemani@gmail.com,2026-07-21,,True,2,,,,
dim_customer,CUST001747,Ekiya Gulati,Srikakulam,Karnataka,Gold,narainneel@hotmail.com,1900-01-01,2026-07-20,False,1,,,,
dim_customer,CUST001747,Ekiya Gulati,Ambarnath,Goa,Gold,narainneel@hotmail.com,2026-07-21,,True,2,,,,
dim_customer,CUST001842,Ekani Nagar,Kanpur,Meghalaya,Gold,karanchopra@yahoo.com,1900-01-01,2026-07-20,False,1,,,,
dim_customer,CUST001842,Ekani Nagar,Kanpur,Meghalaya,Platinum,karanchopra@yahoo.com,2026-07-21,,True,2,,,,
dim_customer,CUST001859,Pallavi Kashyap,Jamnagar,Nagaland,Regular,ekapadtank@hotmail.com,1900-01-01,2026-07-20,False,1,,,,
dim_customer,CUST001859,Pallavi Kashyap,Jamnagar,Nagaland,Silver,ekapadtank@hotmail.com,2026-07-21,,True,2,,,,
dim_customer,CUST001869,Aarnav Soman,Jalna,Himachal Pradesh,Regular,swamymadhav@yahoo.com,1900-01-01,2026-07-20,False,1,,,,
dim_customer,CUST001869,Aarnav Soman,Jalna,Himachal Pradesh,Silver,swamymadhav@yahoo.com,2026-07-21,,True,2,,,,
dim_customer,CUST001875,Ubika Brar,Junagadh,Odisha,Regular,sameshbava@hotmail.com,1900-01-01,2026-07-20,False,1,,,,
dim_customer,CUST001875,Ubika Brar,Junagadh,Odisha,Silver,sameshbava@hotmail.com,2026-07-21,,True,2,,,,
dim_customer,CUST001948,Thomas Chowdhury,Phusro,Chhattisgarh,Silver,rameshchakradev@gmail.com,1900-01-01,2026-07-20,False,1,,,,
dim_customer,CUST001948,Thomas Chowdhury,Phusro,Chhattisgarh,Gold,rameshchakradev@gmail.com,2026-07-21,,True,2,,,,
dim_customer,CUST001983,Frado Kakar,Bhind,West Bengal,Regular,ramanathansamuel@yahoo.com,1900-01-01,2026-07-20,False,1,,,,
dim_customer,CUST001983,Frado Kakar,Bhind,West Bengal,Silver,ramanathansamuel@yahoo.com,2026-07-21,,True,2,,,,
dim_customer,CUST002008,Elijah Dora,Bally,Uttarakhand,Regular,toorreva@gmail.com,1900-01-01,2026-07-20,False,1,,,,
dim_customer,CUST002008,Elijah Dora,Mehsana,Chhattisgarh,Regular,toorreva@gmail.com,2026-07-21,,True,2,,,,
dim_customer,CUST002037,Yadavi Swamy,Gorakhpur,Andhra Pradesh,Gold,dhriti90@yahoo.com,1900-01-01,2026-07-20,False,1,,,,
dim_customer,CUST002037,Yadavi Swamy,Gorakhpur,Andhra Pradesh,Platinum,dhriti90@yahoo.com,2026-07-21,,True,2,,,,
dim_customer,CUST002046,Qadim Saini,Panchkula,Arunachal Pradesh,Regular,wasonhardik@hotmail.com,1900-01-01,2026-07-20,False,1,,,,
dim_customer,CUST002046,Qadim Saini,Rourkela,Karnataka,Regular,wasonhardik@hotmail.com,2026-07-21,,True,2,,,,
dim_customer,CUST002062,Balendra Dhawan,Siliguri,Madhya Pradesh,Silver,odika27@yahoo.com,1900-01-01,2026-07-20,False,1,,,,
dim_customer,CUST002062,Balendra Dhawan,Siliguri,Madhya Pradesh,Gold,odika27@yahoo.com,2026-07-21,,True,2,,,,
dim_customer,CUST002064,Indira Memon,Ranchi,Kerala,Silver,amruta44@gmail.com,1900-01-01,2026-07-20,False,1,,,,
dim_customer,CUST002064,Indira Memon,Ranchi,Kerala,Gold,amruta44@gmail.com,2026-07-21,,True,2,,,,
dim_customer,CUST002173,Rayaan Khurana,Hajipur,Nagaland,Gold,zayyanbatta@hotmail.com,1900-01-01,2026-07-20,False,1,,,,
dim_customer,CUST002173,Rayaan Khurana,Hajipur,Nagaland,Platinum,zayyanbatta@hotmail.com,2026-07-21,,True,2,,,,
dim_customer,CUST002191,Jai Mander,Kolhapur,Kerala,Regular,jmadan@yahoo.com,1900-01-01,2026-07-20,False,1,,,,
dim_customer,CUST002191,Jai Mander,Kolhapur,Kerala,Silver,jmadan@yahoo.com,2026-07-21,,True,2,,,,
dim_customer,CUST002212,Lipika Mody,Dewas,Madhya Pradesh,Regular,niteshsastry@yahoo.com,1900-01-01,2026-07-20,False,1,,,,
dim_customer,CUST002212,Lipika Mody,Dewas,Madhya Pradesh,Silver,niteshsastry@yahoo.com,2026-07-21,,True,2,,,,
dim_customer,CUST002262,George Rana,Gandhidham,Nagaland,Silver,yashodaparmar@gmail.com,1900-01-01,2026-07-20,False,1,,,,
dim_customer,CUST002262,George Rana,Gandhidham,Nagaland,Gold,yashodaparmar@gmail.com,2026-07-21,,True,2,,,,
dim_customer,CUST002274,Ethan Bhardwaj,Cuttack,Bihar,Regular,lallamax@gmail.com,1900-01-01,2026-07-20,False,1,,,,
dim_customer,CUST002274,Ethan Bhardwaj,Cuttack,Bihar,Silver,lallamax@gmail.com,2026-07-21,,True,2,,,,
dim_customer,CUST002289,Dakshesh Gade,Ranchi,Uttarakhand,Silver,siddharthsahota@gmail.com,1900-01-01,2026-07-20,False,1,,,,
dim_customer,CUST002289,Dakshesh Gade,Ranchi,Uttarakhand,Gold,siddharthsahota@gmail.com,2026-07-21,,True,2,,,,
dim_customer,CUST002305,Nitara Balasubramanian,Jammu,Himachal Pradesh,Silver,dharfariq@hotmail.com,1900-01-01,2026-07-20,False,1,,,,
dim_customer,CUST002305,Nitara Balasubramanian,Jammu,Himachal Pradesh,Gold,dharfariq@hotmail.com,2026-07-21,,True,2,,,,
dim_customer,CUST002317,Jackson Sarna,Berhampur,Andhra Pradesh,Regular,jatin64@hotmail.com,1900-01-01,2026-07-20,False,1,,,,
dim_customer,CUST002317,Jackson Sarna,Berhampur,Andhra Pradesh,Silver,jatin64@hotmail.com,2026-07-21,,True,2,,,,
dim_customer,CUST002319,Warinder Tara,Kadapa,Tripura,Gold,krishna55@gmail.com,1900-01-01,2026-07-20,False,1,,,,
dim_customer,CUST002319,Warinder Tara,Kadapa,Tripura,Platinum,krishna55@gmail.com,2026-07-21,,True,2,,,,
dim_customer,CUST002367,Mitali Patil,Ambala,Rajasthan,Gold,gdewan@hotmail.com,1900-01-01,2026-07-20,False,1,,,,
dim_customer,CUST002367,Mitali Patil,Ambala,Rajasthan,Platinum,gdewan@hotmail.com,2026-07-21,,True,2,,,,
dim_customer,CUST002422,Girindra Chaudhuri,Shimla,Himachal Pradesh,Gold,eraghavan@yahoo.com,1900-01-01,2026-07-20,False,1,,,,
dim_customer,CUST002422,Girindra Chaudhuri,Shimla,Himachal Pradesh,Platinum,eraghavan@yahoo.com,2026-07-21,,True,2,,,,
dim_customer,CUST002452,Rehaan Randhawa,Ambala,Telangana,Silver,goelgautami@gmail.com,1900-01-01,2026-07-20,False,1,,,,
dim_customer,CUST002452,Rehaan Randhawa,Ambala,Telangana,Gold,goelgautami@gmail.com,2026-07-21,,True,2,,,,
dim_customer,CUST002467,Lila Mandal,Nadiad,Bihar,Regular,davidpatla@yahoo.com,1900-01-01,2026-07-20,False,1,,,,
dim_customer,CUST002467,Lila Mandal,Nadiad,Bihar,Silver,davidpatla@yahoo.com,2026-07-21,,True,2,,,,
dim_customer,CUST002531,Chavvi Anand,Thiruvananthapuram,Jharkhand,Regular,svenkatesh@hotmail.com,1900-01-01,2026-07-20,False,1,,,,
dim_customer,CUST002531,Chavvi Anand,Thiruvananthapuram,Jharkhand,Silver,svenkatesh@hotmail.com,2026-07-21,,True,2,,,,
dim_customer,CUST002548,Sarthak Banik,Aligarh,Assam,Regular,peter14@hotmail.com,1900-01-01,2026-07-20,False,1,,,,
dim_customer,CUST002548,Sarthak Banik,Ramgarh,Sikkim,Regular,peter14@hotmail.com,2026-07-21,,True,2,,,,
dim_customer,CUST002606,Samarth Tiwari,Moradabad,Rajasthan,Regular,wriddhishdugar@hotmail.com,1900-01-01,2026-07-20,False,1,,,,
dim_customer,CUST002606,Samarth Tiwari,Moradabad,Rajasthan,Silver,wriddhishdugar@hotmail.com,2026-07-21,,True,2,,,,
dim_customer,CUST002611,Yug Purohit,Jodhpur,Uttar Pradesh,Regular,zayyandube@yahoo.com,1900-01-01,2026-07-20,False,1,,,,
